RULE_ID	SOURCE_PATH	SOURCE_LINE	SOURCE_HEADING	SOURCE_RULE	RULE_CATEGORY	RULE_STRENGTH	TARGET_PATH	TARGET_LINE	TARGET_HEADING	TARGET_RULE	SEMANTIC_MATCH	STRENGTH_PRESERVED	EXCEPTION_PRESERVED	MIGRATION_STATUS	NOTES
NKTB_147	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1009	12.4 Action Required	only show actionable items	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	289	Normative Rules	only show actionable items	YES	YES	YES	PRESERVED_EXACT	none
NKTB_148	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1039	12.5 Executive Command Center	Critical alerts must stand out.	MIGRATION_RULE	MUST	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	80	Normative Rules	Critical alerts must stand out.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_149	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1040	12.5 Executive Command Center	Net worth must obey home_value_mode.	MIGRATION_RULE	MUST	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	81	Normative Rules	Net worth must obey home_value_mode.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_150	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1062	12.6 Wallet & Cashflow Board	After Sprint 3, Wallet Board must not read Cash Ledger.	MIGRATION_RULE	MUST	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	25	Normative Rules	After Sprint 3, Wallet Board must not read Cash Ledger.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_151	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1063	12.6 Wallet & Cashflow Board	Cash Umum and Cash Bensin must be read from Account Ledger.	MIGRATION_RULE	MUST	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	242	Normative Rules	Cash Umum and Cash Bensin must be read from Account Ledger.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_152	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1064	12.6 Wallet & Cashflow Board	Internal transfer must not be counted as income/expense.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	290	Normative Rules	Internal transfer must not be counted as income/expense.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_153	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1105	12.8 Spending Intelligence	Missing category transactions must not enter final category breakdown.	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	291	Normative Rules	Missing category transactions must not enter final category breakdown.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_154	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1106	12.8 Spending Intelligence	They must enter Pending Category / Uncategorized and trigger Warning.	MIGRATION_RULE	MUST	docs/afpd/05_STATE_MACHINES.md	36	Normative Rules	They must enter Pending Category / Uncategorized and trigger Warning.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_155	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1117	12.9 Data Quality Center	Reconciliation	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	243	Normative Rules	Reconciliation	YES	YES	YES	PRESERVED_EXACT	none
NKTB_156	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1118	12.9 Data Quality Center	Pending Clarification	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	37	Normative Rules	Pending Clarification	YES	YES	YES	PRESERVED_EXACT	none
NKTB_157	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1125	12.9 Data Quality Center	pending clarification	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	38	Normative Rules	pending clarification	YES	YES	YES	PRESERVED_EXACT	none
NKTB_158	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1132	12.9 Data Quality Center	reconciliation status	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	244	Normative Rules	reconciliation status	YES	YES	YES	PRESERVED_EXACT	none
NKTB_159	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1141	12.10 Smart Insight Panel	Smart Insight = interpretation.	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	292	Normative Rules	Smart Insight = interpretation.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_160	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1143	12.10 Smart Insight Panel	Action Required = to-do.	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	293	Normative Rules	Action Required = to-do.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_161	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1159	12.11 Conditional Email Ingestion Status	email_ingestion_enabled = false	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	294	Normative Rules	email_ingestion_enabled = false	YES	YES	YES	PRESERVED_EXACT	none
NKTB_162	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1162	12.11 Conditional Email Ingestion Status	Only show after Sprint 7 is active.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	26	Normative Rules	Only show after Sprint 7 is active.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_163	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1170	12.11 Conditional Email Ingestion Status	emails pending clarification	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	39	Normative Rules	emails pending clarification	YES	YES	YES	PRESERVED_EXACT	none
NKTB_164	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1175	12.11 Conditional Email Ingestion Status	Do not show empty placeholder panel in Sprint 6.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	27	Normative Rules	Do not show empty placeholder panel in Sprint 6.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_165	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1191	13. Metric Source of Truth	Pending category  Finance Events quality_status = needs_category	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	40	Normative Rules	Pending category  Finance Events quality_status = needs_category	YES	YES	YES	PRESERVED_EXACT	none
NKTB_166	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1192	13. Metric Source of Truth	Pending clarification  pending state + Review Queue	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	41	Normative Rules	Pending clarification  pending state + Review Queue	YES	YES	YES	PRESERVED_EXACT	none
NKTB_167	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1193	13. Metric Source of Truth	Email ingestion health  _AIRO_Email_Ingestion_Log only if enabled	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	295	Normative Rules	Email ingestion health  _AIRO_Email_Ingestion_Log only if enabled	YES	YES	YES	PRESERVED_EXACT	none
NKTB_168	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1194	13. Metric Source of Truth	Data status  Reconciliation + Data Quality rules	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	245	Normative Rules	Data status  Reconciliation + Data Quality rules	YES	YES	YES	PRESERVED_EXACT	none
NKTB_169	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1205	14. Dashboard Gating Rules	Warning data  Data Quality + Action Required	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	296	Normative Rules	Warning data  Data Quality + Action Required	YES	YES	YES	PRESERVED_EXACT	none
NKTB_170	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1208	14. Dashboard Gating Rules	Partial write  never silent	MIGRATION_RULE	MUST	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	297	Normative Rules	Partial write  never silent	YES	YES	YES	PRESERVED_EXACT	none
NKTB_171	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1226	15. Proactive Telegram Alert Engine	pending clarification > X hours	MIGRATION_RULE	SHOULD	docs/afpd/05_STATE_MACHINES.md	42	Normative Rules	pending clarification > X hours	YES	YES	YES	PRESERVED_EXACT	none
NKTB_172	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1228	15. Proactive Telegram Alert Engine	critical reconciliation issue	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	246	Normative Rules	critical reconciliation issue	YES	YES	YES	PRESERVED_EXACT	none
NKTB_173	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1251	15. Proactive Telegram Alert Engine	Info  dashboard only	MIGRATION_RULE	SHOULD	docs/afpd/06_DATA_AND_WORKBOOK_CONTRACTS.md	247	Normative Rules	Info  dashboard only	YES	YES	YES	PRESERVED_EXACT	none
NKTB_174	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1269	16. Cash Ledger Policy	No large historical migration required.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	28	Normative Rules	No large historical migration required.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_175	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1280	16. Cash Ledger Policy	New data after cutover must be clean in Account Ledger/Finance Events.	MIGRATION_RULE	MUST	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	29	Normative Rules	New data after cutover must be clean in Account Ledger/Finance Events.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_176	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1281	16. Cash Ledger Policy	Old data does not require full backfill.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	30	Normative Rules	Old data does not require full backfill.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_177	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1282	16. Cash Ledger Policy	Cash Ledger only needs archive/export before deletion.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	31	Normative Rules	Cash Ledger only needs archive/export before deletion.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_178	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1316	17. Transactions Policy	Do not mix Transactions with Finance Events.	MIGRATION_RULE	SHOULD	docs/afpd/03_ARFIN_RUNTIME_CONTRACT.md	298	Normative Rules	Do not mix Transactions with Finance Events.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_179	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1324	Sprint 0A - Telegram Clarification Closure	Focus: execute current pending ambiguity work.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	32	Normative Rules	Focus: execute current pending ambiguity work.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_180	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1350	Sprint 0A - Telegram Clarification Closure	Review Queue only after failure/timeout.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	33	Normative Rules	Review Queue only after failure/timeout.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_181	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1358	Sprint 0B - Email Ambiguity Research & Bridge Design	Focus: research/design only, parallel and non-blocking.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	34	Normative Rules	Focus: research/design only, parallel and non-blocking.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_182	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1365	Sprint 0B - Email Ambiguity Research & Bridge Design	OTP/security hard-block policy	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	35	Normative Rules	OTP/security hard-block policy	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_183	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1375	Sprint 0B - Email Ambiguity Research & Bridge Design	OTP/security hard-block policy is clear.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	36	Normative Rules	OTP/security hard-block policy is clear.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_184	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1404	Sprint 1 - Account Ledger Hardening	Internal transfer always has two sides.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	37	Normative Rules	Internal transfer always has two sides.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_185	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1450	Sprint 3 - Cash Ledger Removal	No historical migration required.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	38	Normative Rules	No historical migration required.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_186	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1498	Sprint 5 - Audit, Reconciliation, Partial Recovery	light reconciliation after write	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	39	Normative Rules	light reconciliation after write	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_187	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1499	Sprint 5 - Audit, Reconciliation, Partial Recovery	full reconciliation admin command/scheduled	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	40	Normative Rules	full reconciliation admin command/scheduled	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_188	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1509	Sprint 5 - Audit, Reconciliation, Partial Recovery	Reconciliation outputs clean/warning/dirty.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	41	Normative Rules	Reconciliation outputs clean/warning/dirty.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_189	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1511	Sprint 5 - Audit, Reconciliation, Partial Recovery	Action Required appears for partial_failed.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	42	Normative Rules	Action Required appears for partial_failed.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_190	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1524	Sprint 6 - Dashboard Final	Action Required	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	43	Normative Rules	Action Required	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_191	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1547	Sprint 6 - Dashboard Final	Action Required contains real to-dos.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	44	Normative Rules	Action Required contains real to-dos.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_192	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1563	Sprint 6B - Proactive Telegram Alert Engine v1	Telegram alert for pending clarification timeout	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	45	Normative Rules	Telegram alert for pending clarification timeout	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_193	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1576	Sprint 6B - Proactive Telegram Alert Engine v1	Dashboard Action Required and Telegram alert are consistent.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	46	Normative Rules	Dashboard Action Required and Telegram alert are consistent.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_194	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1588	Sprint 7 - Email Ingestion v1, Outline Only	read-only dry-run	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	47	Normative Rules	read-only dry-run	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_195	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1591	Sprint 7 - Email Ingestion v1, Outline Only	negative keyword hard-block	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	48	Normative Rules	negative keyword hard-block	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_196	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1592	Sprint 7 - Email Ingestion v1, Outline Only	metadata-only parsing	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	49	Normative Rules	metadata-only parsing	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_197	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1605	Sprint 7 - Email Ingestion v1, Outline Only	High-confidence routing only after parser is proven.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	50	Normative Rules	High-confidence routing only after parser is proven.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_198	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1606	Sprint 7 - Email Ingestion v1, Outline Only	Email Ingestion Status appears only when enabled.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	51	Normative Rules	Email Ingestion Status appears only when enabled.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_199	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1614	19. Rules for Future AI/Developer	1. Do not rewrite existing architecture.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	82	Normative Rules	1. Do not rewrite existing architecture.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_200	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1615	19. Rules for Future AI/Developer	2. Do not use Transactions as master for this scope.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	83	Normative Rules	2. Do not use Transactions as master for this scope.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_201	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1616	19. Rules for Future AI/Developer	3. Account Ledger is wallet movement only.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	84	Normative Rules	3. Account Ledger is wallet movement only.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_202	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1617	19. Rules for Future AI/Developer	4. Domain detail stays in domain tabs.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	85	Normative Rules	4. Domain detail stays in domain tabs.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_203	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1618	19. Rules for Future AI/Developer	5. Finance Events is event index, not balance ledger.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	86	Normative Rules	5. Finance Events is event index, not balance ledger.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_204	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1619	19. Rules for Future AI/Developer	6. Cash Ledger is deleted after dependency removal.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	52	Normative Rules	6. Cash Ledger is deleted after dependency removal.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_205	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1620	19. Rules for Future AI/Developer	7. No large historical migration for Cash Ledger.	MIGRATION_RULE	SHOULD	docs/afpd/99_HISTORICAL_AND_SUPERSEDED.md	53	Normative Rules	7. No large historical migration for Cash Ledger.	YES	YES	YES	PRESERVED_HISTORICAL	none
NKTB_206	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1621	19. Rules for Future AI/Developer	8. Use cutover-forward model.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	87	Normative Rules	8. Use cutover-forward model.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_207	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1622	19. Rules for Future AI/Developer	9. Clarification-first is mandatory for Telegram and Email.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	88	Normative Rules	9. Clarification-first is mandatory for Telegram and Email.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_208	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1623	19. Rules for Future AI/Developer	10. Review Queue is fallback after clarification fails.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	89	Normative Rules	10. Review Queue is fallback after clarification fails.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_209	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1624	19. Rules for Future AI/Developer	11. Missing category is ambiguity.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	90	Normative Rules	11. Missing category is ambiguity.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_210	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1625	19. Rules for Future AI/Developer	12. Missing critical fields must not clean write.	MIGRATION_RULE	MUST	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	91	Normative Rules	12. Missing critical fields must not clean write.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_211	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1626	19. Rules for Future AI/Developer	13. OTP/security email is hard-blocked.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	92	Normative Rules	13. OTP/security email is hard-blocked.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_212	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1627	19. Rules for Future AI/Developer	14. Email ingestion is default OFF.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	93	Normative Rules	14. Email ingestion is default OFF.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_213	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1628	19. Rules for Future AI/Developer	15. Do not store full email body.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	94	Normative Rules	15. Do not store full email body.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_214	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1629	19. Rules for Future AI/Developer	16. Do not send OTP/security content to Telegram.	MIGRATION_RULE	SHOULD	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	95	Normative Rules	16. Do not send OTP/security content to Telegram.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_215	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1630	19. Rules for Future AI/Developer	17. Finance Events must support soft-delete/archive.	MIGRATION_RULE	MUST	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	96	Normative Rules	17. Finance Events must support soft-delete/archive.	YES	YES	YES	PRESERVED_EXACT	none
NKTB_216	ecosystem/projects/vortex-ai-skill-lab/docs/AIRO_FINANCE_COMMAND_CENTER_FINAL_KITAB.md	1631	19. Rules for Future AI/Developer	18. Partial write must be detected and retryable.	MIGRATION_RULE	MUST	docs/afpd/02_ARCHITECTURE_AND_GOVERNANCE.md	97	Normative Rules	18. Partial write must be detected and retryable.	YES	YES	YES	PRESERVED_EXACT	none
