workbook	sheet	physical_row	item	sub_item_1	sub_item_2	indicator	mandatory_source	mandatory_normalized	item_source_ref	item_source_kind	sub1_source_ref	sub1_source_kind	sub2_source_ref	sub2_source_kind	indicator_source_ref	mandatory_source_ref	mandatory_source_kind
02. Checklist 2026_Final - Wing.xlsx	H1 People	54	Supervisor		Training	"TFT Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
Note : Sudah lulus training (Nilai >= 80)"			B54	DIRECT	C54	SOURCE_BLANK	D54	DIRECT	E54	F54	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	55	Supervisor		Training	"TFT Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81% - 100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
Note : Sudah lulus training (Nilai >= 80)"			B55	DIRECT	C55	SOURCE_BLANK	D55	DIRECT	E55	F55	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	56	Supervisor		Training	"TFT Follow Up (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 
Note : Sudah lulus training (Nilai >= 80)"			B56	DIRECT	C56	SOURCE_BLANK	D56	DIRECT	E56	F56	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	57	Supervisor		Training	"Digital Maximization for Honda People - DIGIMON (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81% - 100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 
Note : Sudah lulus training (Nilai >= 80)"			B57	DIRECT	C57	SOURCE_BLANK	D57	DIRECT	E57	F57	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	58	Wing Sales People		Training	"Virtual Communication for FLP (Wajib dilakukan pada usia kerja >= 6  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B58	DIRECT	C58	SOURCE_BLANK	D58	DIRECT	E58	F58	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	59	Wing Sales People		Training	"Customer Experience for FLP Training (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81% - 100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 
Note : Sudah lulus training (Nilai >= 80)"			B59	DIRECT	C59	SOURCE_BLANK	D59	DIRECT	E59	F59	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	60	Wing Sales People		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
Note : Sudah lulus training (Nilai >= 80)"			B60	DIRECT	C60	SOURCE_BLANK	D60	DIRECT	E60	F60	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	61	Wing Sales People		Training	"Digital Maximization for Honda People - DIGIMON (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 
Note : Sudah lulus training (Nilai >= 80)"			B61	DIRECT	C61	SOURCE_BLANK	D61	DIRECT	E61	F61	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	62	Wing Sales People		Training	"Follow Up (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 
Note : Sudah lulus training (Nilai >= 80)"			B62	DIRECT	C62	SOURCE_BLANK	D62	DIRECT	E62	F62	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	63	Wing Sales People		Training	"Salesmanship Training  (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 
Note : Sudah lulus training (Nilai >= 80)"			B63	DIRECT	C63	SOURCE_BLANK	D63	DIRECT	E63	F63	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	64	Wing Sales People		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
Note : Sudah lulus training (Nilai >= 80)"			B64	DIRECT	C64	SOURCE_BLANK	D64	DIRECT	E64	F64	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	65	Coordinator Sales Counter		Training	"Virtual Communication for FLP (Wajib dilakukan pada usia kerja >= 6  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B65	DIRECT	C65	SOURCE_BLANK	D65	DIRECT	E65	F65	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	66	Coordinator Sales Counter		Training	"Customer Experience for FLP Training (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B66	DIRECT	C66	SOURCE_BLANK	D66	DIRECT	E66	F66	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	67	Coordinator Sales Counter		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
Note : Sudah lulus training (Nilai >= 80)
"			B67	DIRECT	C67	SOURCE_BLANK	D67	DIRECT	E67	F67	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	68	Coordinator Sales Counter		Training	"Digital Maximization for Honda People - DIGIMON (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B68	DIRECT	C68	SOURCE_BLANK	D68	DIRECT	E68	F68	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	69	Coordinator Sales Counter		Training	"Follow Up (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B69	DIRECT	C69	SOURCE_BLANK	D69	DIRECT	E69	F69	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	70	Coordinator Sales Counter		Training	"Salesmanship Leader (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B70	DIRECT	C70	SOURCE_BLANK	D70	DIRECT	E70	F70	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	71	Coordinator Sales Counter		Training	"Salesmanship Training  (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B71	DIRECT	C71	SOURCE_BLANK	D71	DIRECT	E71	F71	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	72	Coordinator Sales Counter		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B72	DIRECT	C72	SOURCE_BLANK	D72	DIRECT	E72	F72	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	73	Sales Counter		Training	"Virtual Communication for FLP (Wajib dilakukan pada usia kerja >= 6  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B73	DIRECT	C73	SOURCE_BLANK	D73	DIRECT	E73	F73	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	74	Sales Counter		Training	"Customer Experience for FLP Training (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B74	DIRECT	C74	SOURCE_BLANK	D74	DIRECT	E74	F74	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	75	Sales Counter		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B75	DIRECT	C75	SOURCE_BLANK	D75	DIRECT	E75	F75	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	76	Sales Counter		Training	"Salesmanship Training  (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B76	DIRECT	C76	SOURCE_BLANK	D76	DIRECT	E76	F76	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	77	Sales Counter		Training	"Digital Maximization for Honda People - DIGIMON (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B77	DIRECT	C77	SOURCE_BLANK	D77	DIRECT	E77	F77	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	78	Sales Counter		Training	"Follow Up (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B78	DIRECT	C78	SOURCE_BLANK	D78	DIRECT	E78	F78	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	79	Sales Counter		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B79	DIRECT	C79	SOURCE_BLANK	D79	DIRECT	E79	F79	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	80	Coordinator Sales Man		Training	"Virtual Communication for FLP (Wajib dilakukan pada usia kerja >= 6  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B80	DIRECT	C80	SOURCE_BLANK	D80	DIRECT	E80	F80	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	81	Coordinator Sales Man		Training	"Customer Experience for FLP Training (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B81	DIRECT	C81	SOURCE_BLANK	D81	DIRECT	E81	F81	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	82	Coordinator Sales Man		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)
"			B82	DIRECT	C82	SOURCE_BLANK	D82	DIRECT	E82	F82	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	83	Coordinator Sales Man		Training	"Salesmanship Leader (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B83	DIRECT	C83	SOURCE_BLANK	D83	DIRECT	E83	F83	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	84	Coordinator Sales Man		Training	"Digital Maximization for Honda People - DIGIMON (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B84	DIRECT	C84	SOURCE_BLANK	D84	DIRECT	E84	F84	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	85	Coordinator Sales Man		Training	"Follow Up (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B85	DIRECT	C85	SOURCE_BLANK	D85	DIRECT	E85	F85	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	86	Coordinator Sales Man		Training	"Salesmanship Leader (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B86	DIRECT	C86	SOURCE_BLANK	D86	DIRECT	E86	F86	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	87	Coordinator Sales Man		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B87	DIRECT	C87	SOURCE_BLANK	D87	DIRECT	E87	F87	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	88	Sales Man		Training	"Virtual Communication for FLP (Wajib dilakukan pada usia kerja >= 6  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B88	DIRECT	C88	SOURCE_BLANK	D88	DIRECT	E88	F88	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	89	Sales Man		Training	"Customer Experience for FLP Training (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B89	DIRECT	C89	SOURCE_BLANK	D89	DIRECT	E89	F89	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	90	Sales Man		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)
"			B90	DIRECT	C90	SOURCE_BLANK	D90	DIRECT	E90	F90	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	91	Sales Man		Training	"Salesmanship Leader (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B91	DIRECT	C91	SOURCE_BLANK	D91	DIRECT	E91	F91	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	92	Sales Man		Training	"Digital Maximization for Honda People - DIGIMON (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B92	DIRECT	C92	SOURCE_BLANK	D92	DIRECT	E92	F92	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	93	Sales Man		Training	"Follow Up (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B93	DIRECT	C93	SOURCE_BLANK	D93	DIRECT	E93	F93	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	94	Sales Man		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B94	DIRECT	C94	SOURCE_BLANK	D94	DIRECT	E94	F94	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	95	PIC CRM		Training	"TFT Follow Up (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good : Sudah lulus training (Nilai >= 80)
* Not Exist : Belum lulus Training
* N/A : Apabila masa kerja belum memenuhi"			B95	DIRECT	C95	SOURCE_BLANK	D95	DIRECT	E95	F95	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	96	PIC CRM		Training	"Training Network Operational Standard (Wajib dilakukan pada usia kerja >= 0 bulan)

* Exist Good : Sudah lulus training (Nilai >= 80)
* Not Exist : Belum lulus Training
"			B96	DIRECT	C96	SOURCE_BLANK	D96	DIRECT	E96	F96	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	97	Admin CRM H1		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)
"			B97	DIRECT	C97	SOURCE_BLANK	D97	DIRECT	E97	F97	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	98	Admin CRM H1		Training	"Digital Maximization for Honda People - DIGIMON (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B98	DIRECT	C98	SOURCE_BLANK	D98	DIRECT	E98	F98	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	99	Admin CRM H1		Training	"Follow Up (Wajib dilakukan pada usia kerja >= 3  bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B99	DIRECT	C99	SOURCE_BLANK	D99	DIRECT	E99	F99	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	100	Admin CRM H1		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B100	DIRECT	C100	SOURCE_BLANK	D100	DIRECT	E100	F100	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	101	Admin H1/ STNK		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)
"			B101	DIRECT	C101	SOURCE_BLANK	D101	DIRECT	E101	F101	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	102	Admin H1/ STNK		Training	"Customer Experience for FLP Training (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B102	DIRECT	C102	SOURCE_BLANK	D102	DIRECT	E102	F102	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	103	Admin H1/ STNK		Training	" Training Network Operational Standard (3.0 dan atau EV) (Wajib dilakukan pada usia kerja >= 0 bulan)
* Jika Dealer EV, wajib TFT NOS 3.0 dan EV, jika non Dealer EV, wajib TFT NOS 3.0 saja 

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)"			B103	DIRECT	C103	SOURCE_BLANK	D103	DIRECT	E103	F103	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	104	Cashier		Training	"Basic Orientation Traning - BOT (Wajib dilakukan pada usia kerja >= 0 bulan) sebelum training NOS

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%

Note : Sudah lulus training (Nilai >= 80)
"			B104	DIRECT	C104	SOURCE_BLANK	D104	DIRECT	E104	F104	SOURCE_BLANK
02. Checklist 2026_Final - Wing.xlsx	H1 People	105	Cashier		Training	"Customer Experience for FLP Training (Wajib dilakukan pada usia kerja >= 3 bulan)

* Exist Good :   jika status lulus training di Dealer 81%-100%
* Exist Not Good : jika status lulus training di Dealer 61% - 80%
* Not Exist : jika status lulus training di Dealer 0% - 60%
* N/A : Apabila 100% populasi, belum memenuhi masa kerja 

Note : Sudah lulus training (Nilai >= 80)"			B105	DIRECT	C105	SOURCE_BLANK	D105	DIRECT	E105	F105	SOURCE_BLANK
