relative_source_path	artifact_kind	program_family	effective_start	effective_end	period_basis	revision_flag	invalid_flag	canonical_use	currentness_note
2026/7. Juli/MSW/PL SMH Periode 1 Juli 2026 (TIDAK BERLAKU)/1. PL SMH 2 periode 1-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	YES	EXCLUDE_INVALID	Explicitly invalidated by source folder; never use as applicable authority.
2026/7. Juli/MSW/PL SMH Periode 1 Juli 2026 (TIDAK BERLAKU)/1. PL SMH periode 1-31 Juli 2026.xlsx	PRICE_LIST_STRUCTURED	SMH	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	YES	EXCLUDE_INVALID	Explicitly invalidated by source folder; never use as applicable authority.
2026/7. Juli/MSW/PL SMH Periode 1 Juli 2026 (TIDAK BERLAKU)/2. PL SMH Accessories periode 1-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	SMH_ACCESSORIES	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	YES	EXCLUDE_INVALID	Explicitly invalidated by source folder; never use as applicable authority.
2026/7. Juli/MSW/PL SMH Periode 1 Juli 2026 (TIDAK BERLAKU)/2. PL SMH Accessories periode 1-31 Juli 2026.xlsx	PRICE_LIST_STRUCTURED	SMH_ACCESSORIES	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	YES	EXCLUDE_INVALID	Explicitly invalidated by source folder; never use as applicable authority.
2026/7. Juli/MSW/PL SMH Periode 1 Juli 2026 (TIDAK BERLAKU)/3. PL New Vario Evo 160 periode 1-31 Juli 2026.jpg	PRICE_LIST_PRESENTATION	VARIO	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	YES	EXCLUDE_INVALID	Explicitly invalidated by source folder; never use as applicable authority.
2026/7. Juli/MSW/PL SMH Periode 1 Juli 2026 (TIDAK BERLAKU)/3. PL New Vario Evo 160 periode 1-31 Juli 2026.xlsx	PRICE_LIST_STRUCTURED	VARIO	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	YES	EXCLUDE_INVALID	Explicitly invalidated by source folder; never use as applicable authority.
2026/7. Juli/MSW/PL SMH Periode 1 Juli 2026 (TIDAK BERLAKU)/7. MSW (Marketing Secret Weapon) periode 1-31 Juli 2026.png	MSW_VISUAL_SUMMARY	MSW_SUMMARY	2026-07-01	2026-07-31	FILENAME_EXPLICIT	NO	YES	EXCLUDE_INVALID	Explicitly invalidated by source folder; never use as applicable authority.
2026/8. Agu/Juklak/056 - Juklak Program Sales Support Periode Agustus 2026_Dealer.pdf	PROGRAM_POLICY_JUKLAK	SALES_SUPPORT_POLICY	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/Juklak/058 - Form Lamp. BAST program Special Gift Honda periode Agustus 2026.xlsx	CLAIM_SUPPORT_FORM	SPECIAL_GIFT_POLICY	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/Juklak/058 - Juklak Program Special Gift Honda Periode Agustus 2026.pdf	PROGRAM_POLICY_JUKLAK	SPECIAL_GIFT_POLICY	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/Juklak/059 - Form Surat Informasi Syarat Klaim yang belum terpenuhi periode Agustus 2026.docx	CLAIM_SUPPORT_FORM	CLAIM_POLICY	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/Juklak/059 - Form Surat Konfirmasi penjualan yang tidak mengikuti program periode Agustus 2026.docx	CLAIM_SUPPORT_FORM	OTHER	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/Juklak/059 - Juklak Tata Cara Klaim Periode Agustus 2026.pdf	PROGRAM_POLICY_JUKLAK	CLAIM_POLICY	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/Juklak/08. Data ID Sales Program Agustus 2026.xlsx	PROGRAM_ID_MASTER	OTHER	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/1. PL SMH 1 periode Agustus 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/1. PL SMH 2 periode Agustus 2026.jpg	PRICE_LIST_PRESENTATION	SMH	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/1. PL SMH periode Agustus 2026.xlsx	PRICE_LIST_STRUCTURED	SMH	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/2. PL SMH Accessories periode Agustus 2026.jpg	PRICE_LIST_PRESENTATION	SMH_ACCESSORIES	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/2. PL SMH Accessories periode Agustus 2026.xlsx	PRICE_LIST_STRUCTURED	SMH_ACCESSORIES	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/3. PL BeAT MMC Agustus 2026.jpg	PRICE_LIST_PRESENTATION	BEAT_MMC	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/3. PL BeAT MMC Agustus 2026.xlsx	PRICE_LIST_STRUCTURED	BEAT_MMC	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/5. PL Premium 1 periode Agustus 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/5. PL Premium 2 periode Agustus 2026.jpg	PRICE_LIST_PRESENTATION	PREMIUM	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/5. PL Premium periode Agustus 2026.xlsx	PRICE_LIST_STRUCTURED	PREMIUM	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/6. PL EV periode Agustus 2026.jpg	PRICE_LIST_PRESENTATION	EV	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/6. PL EV periode Agustus 2026.xlsx	PRICE_LIST_STRUCTURED	EV	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	PREFER_STRUCTURED_XLSX_FOR_NUMBERS	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
2026/8. Agu/MSW PL/7. MSW (Marketing Secret Weapon) periode Agustus 2026.jpeg	MSW_VISUAL_SUMMARY	MSW_SUMMARY	2026-08-01	2026-08-31	MONTH_FOLDER_INFERRED	NO	NO	SUPPORTING_AUTHORITY	Apply only inside effective interval; later explicit revision for same family supersedes overlapping earlier version.
